XNNMKY,XNCLCD,XNNAME,XNADD1,XNADD2,XNCDCT,XNCITY,XNSTTE,XNCTRY,XNZIP,XNNOBP,XNNOFP,XNNOKP,XNNOAP,XNRTTX,XNTIN,XNSTIN,XNADBR,XNBIÑ,XNHBIÑ,XNMBÑ,XNFRST,XNATRN,XNAFRA,XNLNCD,XNVAID,XNTAXR,XNTAXN,XNCDON,XNDDON,XNSDON,XNLNON,XNGLON,XNIRON,XNHDPR,XNMCPR,XNMACD,XNCDCI,XNCDMR,XNCDST,XNCDU1,XNCDU2,XNCDU3,XNENDT,XNENTM,XNENUS,XNENWS,XNDTLM
891.0,0     ,DICENTE                                 ,CRA 50 Ñ 14 285                         ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,6043511353.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,891.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000004,000001,000008,001005,000000,0     ,20050708.0,75804.0,MANJARAMIL,QPADEV01EO,20210912.0
892.0,0     ,LA VEGA                                 ,CRA 2 Ñ 18-184 Piso 2. La Vega - C      ,                                        ,25402000.0,LA VEGA (CUNDINAMARCA)       ,CUNDINAMARCA   ,COL,          ,6018458788.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,892.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000065,000006,000000,002080,000005,1     ,20050711.0,112501.0,MANJARAMIL,QPADEV035L,20210912.0
199.0,0     ,CLIENTES FILIALES                       ,CARRERA 48 N 26-85                      ,PISO 7                                  ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,5146627.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,199.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000020,000001,000004,001005,000010,0     ,20050722.0,62937.0,MANJARAMIL,QPADEV008Y,20150204.0
214.0,0     ,EL TESORO CENTRO COMERCIAL              ,CR 25N  1 A SUR L 1570                  ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,3210960.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,214.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000003,000001,000002,001005,000008,0     ,20050722.0,63235.0,MANJARAMIL,QPADEV008Y,20090601.0
216.0,0     ,SABANA DE TORRES                        ,CLE 13 # 11 61 BRR 20 DE JULIO          ,                                        ,68655000.0,SABANA DE TORRES             ,SANTANDER      ,COL,          ,6076293389.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,216.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000068,000002,000000,003080,000008,0     ,20050722.0,63455.0,MANJARAMIL,QPADEV008Y,20210910.0
228.0,0     ,EXITO BELLO 2                           ,AV 38 CON DIAGONAL BELLO                ,                                        ,5088000.0,BELLO                        ,ANTIOQUIA      ,COL,          ,4829905.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,228.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000063,000001,000000,001025,000007,0     ,20050722.0,63732.0,MANJARAMIL,QPADEV008Y,20100920.0
232.0,0     ,GUASCA                                  ,CARRERA 4 N°3-11                        ,                                        ,25322000.0,GUASCA - GUASCA              ,CUNDINAMARCA   ,COL,          ,6018835294.0,6018835297.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,232.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,001005,000010,1     ,20050722.0,64049.0,MANJARAMIL,QPADEV008Y,20210910.0
234.0,0     ,JUMBO LAS VEGAS                         ,CR 48 19 SUR 29 AV LAS VEGAS            ,                                        ,5266000.0,ENVIGADO                     ,ANTIOQUIA      ,COL,          ,3025575.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,234.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000003,000001,000000,001010,000007,0     ,20050722.0,64311.0,MANJARAMIL,QPADEV008Y,20181004.0
238.0,0     ,HOSPITAL PABLO TOBON URIBE              ,CALLE 78B N° 69 - 240 Locales 103 y 104 ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11580     ,6044378474.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,238.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000007,000001,000003,001005,000008,0     ,20050722.0,64556.0,MANJARAMIL,QPADEV008Y,20220302.0
240.0,0     ,SANTAFE DE ANTIOQUIA                    ,CR 9 10 72                              ,                                        ,5042000.0,SANTAFE DE ANTIOQUIA         ,ANTIOQUIA      ,COL,          ,6048531671.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,240.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000007,000001,000000,001080,000008,1     ,20050722.0,64856.0,MANJARAMIL,QPADEV008Y,20210910.0
252.0,0     ,OF ADMINISTRATIVA DIRECCION GENERAL     ,CRA 48 Ñ 26 85                          ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,6044040000.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,252.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000064,000001,000003,001005,000008,0     ,20050722.0,65127.0,MANJARAMIL,QPADEV008Y,20210910.0
255.0,0     ,PREMIUM PLAZA                           ,CR 43 A N 29 205 LC 1154-1160           ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11245     ,6044446992.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,255.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000003,000001,000003,001005,000008,0     ,20050722.0,65738.0,MANJARAMIL,QPADEV008Y,20210910.0
257.0,0     ,PASAJE LA CANDELARIA                    ,CR 49 50 30                             ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,5128924.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,257.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000003,001005,000008,0     ,20050722.0,65958.0,MANJARAMIL,QPADEV008Y,20110401.0
267.0,0     ,VISITACION                              ,CRA 32 Ñ 1BSUR-79 TRANS INFERIOR        ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11379     ,6043113740.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,267.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000003,000001,000002,001005,000008,0     ,20050722.0,70209.0,MANJARAMIL,QPADEV008Y,20210910.0
268.0,0     ,PLAZOLETA                               ,CRA 49  # 52-60 LC 115                  ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,6044446997.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,268.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000003,001005,000008,0     ,20050722.0,70416.0,MANJARAMIL,QPADEV008Y,20210910.0
272.0,0     ,CARRERA 70                              ,CARRERA 70 N° C5-4                      ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11551     ,6044446998.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,272.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000004,000001,000007,001005,000008,0     ,20050722.0,70622.0,MANJARAMIL,QPADEV008Y,20211111.0
275.0,0     ,BOULEVAR ENVIGADO                       ,CL 36 Ñ 43 43                           ,                                        ,5266000.0,ENVIGADO                     ,ANTIOQUIA      ,COL,11019     ,6044447016.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,272.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000006,000001,000000,001010,000008,0     ,20050722.0,70904.0,MANJARAMIL,QPADEV008Y,20210910.0
279.0,0     ,ITAGUI PARQUE                           ,CL 51  50 22                            ,                                        ,5360000.0,ITAGUI                       ,ANTIOQUIA      ,COL,11015     ,6044447032.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,279.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000072,000001,000000,001015,000008,0     ,20050722.0,71148.0,MANJARAMIL,QPADEV008Y,20220202.0
280.0,0     ,PASEO DEL POBLADO                       ,CR 43 A 10 44 L 102                     ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,2660582.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,280.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000003,000001,000002,001005,000008,0     ,20050722.0,71436.0,MANJARAMIL,QPADEV008Y,20170710.0
282.0,0     ,EXITO POBLADO EXPRESS                   ,CLE 10 Ñ 43E-135                        ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,3126569.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,282.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000003,000001,000002,001005,000007,0     ,20050722.0,71703.0,MANJARAMIL,QPADEV008Y,20220905.0
284.0,0     ,RIONEGRO PARQUE                         ,CR 51 49 05 L 303                       ,                                        ,5615000.0,RIONEGRO (ANTIOQUIA)         ,ANTIOQUIA      ,COL,          ,5314545.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,284.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000006,000001,000000,001020,000008,1     ,20050722.0,71949.0,MANJARAMIL,QPADEV008Y,20130909.0
286.0,0     ,EXITO COLOMBIA 2                        ,CL 50 74 10                             ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,2309258.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,286.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000063,000001,000004,001005,000007,0     ,20050722.0,72219.0,MANJARAMIL,QPADEV008Y,20130525.0
309.0,0     ,PASEO BOTERO                            ,CR 52  50 46 ED CORONA PISO 1           ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,5111506.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,309.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000004,001005,000008,0     ,20050722.0,72440.0,MANJARAMIL,QPADEV008Y,20100706.0
310.0,0     ,COLTABACO                               ,CRA 51  #50-45                          ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11001     ,6044447065.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,310.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000004,001005,000008,0     ,20050722.0,72648.0,MANJARAMIL,QPADEV008Y,20211102.0
311.0,0     ,BELLO                                   ,CLE 50 Ñ 49 15                          ,                                        ,5088000.0,BELLO                        ,ANTIOQUIA      ,COL,11311     ,6044447069.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,311.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000007,000001,000000,001025,000008,0     ,20050722.0,72917.0,MANJARAMIL,QPADEV008Y,20220516.0
313.0,0     ,AVENIDA COLOMBIA                        ,CL 50  55 37                            ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,944449296.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,313.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000002,000001,000007,001005,000008,0     ,20050722.0,73427.0,MANJARAMIL,QPADEV008Y,20200713.0
314.0,0     ,BELEN PARQUE                            ,CR 76 30 44                             ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,3428888.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,314.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000004,000001,000009,001005,000008,0     ,20050722.0,73630.0,MANJARAMIL,QPADEV008Y,20160411.0
316.0,0     ,CAMINO REAL                             ,CRA 46 N 52 81 LC 305                   ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11316     ,6044449298.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,316.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000003,001005,000008,0     ,20050722.0,73829.0,MANJARAMIL,QPADEV008Y,20211111.0
319.0,0     ,SURAMERICANA                            ,CLE 49B Ñ 64B-122                       ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11009     ,6044449301.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,319.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000004,000001,000007,001005,000008,0     ,20050722.0,74029.0,MANJARAMIL,QPADEV008Y,20211102.0
320.0,0     ,AMERICA PLAZA                           ,CARRERA 44 # 86A-03                     ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,4923552.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,320.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000004,000001,000007,001005,000008,0     ,20050722.0,74323.0,MANJARAMIL,QPADEV008Y,20100423.0
321.0,0     ,ALMACENTRO CENTRO COMERCIAL             ,CR 43 A 34 13 L 102                     ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,2324140.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,321.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000002,000001,000003,001005,000008,0     ,20050722.0,74528.0,MANJARAMIL,QPADEV008Y,20110415.0
324.0,0     ,BOLIVAR                                 ,CARRERA 51  # 41-147                    ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,2320399.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,324.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000002,000001,000004,001005,000008,0     ,20050722.0,74736.0,MANJARAMIL,QPADEV008Y,20100913.0
325.0,0     ,SANTUARIO                               ,CL 51  49 39                            ,                                        ,5697000.0,EL SANTUARIO (ANTIOQUIA)     ,ANTIOQUIA      ,COL,11647     ,6045461037.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,325.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000006,000001,000000,001080,000008,1     ,20050722.0,75324.0,MANJARAMIL,QPADEV008Y,20220412.0
330.0,0     ,MALAMBO                                 ,CLE 10 Ñ 16 46                          ,                                        ,8433000.0,MALAMBO - MALAMBO            ,ATLANTICO      ,COL,          ,6053966533.0,6053806054.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,330.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000023,000004,000000,008999,000008,1     ,20050722.0,75559.0,MANJARAMIL,QPADEV008Y,20230106.0
331.0,0     ,ARKADIA                                 ,Cra 70 Ñ 1-19 Lc 0366                   ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11331     ,6044442265.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,331.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000004,000001,000007,001005,000010,0     ,20050722.0,75801.0,MANJARAMIL,QPADEV008Y,20211111.0
333.0,0     ,SABANETA AVES MARIA                     ,Cl 75 N 43 A 202 L237 PISO 5            ,                                        ,5631000.0,SABANETA - ANTIOQUIA         ,ANTIOQUIA      ,COL,11333     ,6044449316.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,333.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000072,000001,000000,001080,000008,0     ,20050722.0,80516.0,MANJARAMIL,QPADEV008Y,20220304.0
334.0,0     ,EL PENOL                                ,TV 6 Ñ 18 - 69                          ,                                        ,5541000.0,PEÑOL                        ,ANTIOQUIA      ,COL,11647     ,6048414191.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,334.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000006,000001,005541,001080,000008,0     ,20050722.0,80908.0,MANJARAMIL,QPADEV008Y,20220412.0
340.0,0     ,CENTRO DE LA MODA                       ,CL 78  52D 10                           ,                                        ,5360000.0,ITAGUI                       ,ANTIOQUIA      ,COL,          ,3710571.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,340.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000005,000001,000000,001015,000008,0     ,20050722.0,81213.0,MANJARAMIL,QPADEV008Y,20080603.0
342.0,0     ,OVIEDO CENTRO COMERCIAL                 ,CR 43 A Ñ 6 SUR 15 PISO 1 LC 126        ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11029     ,6044449317.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,342.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000003,000001,000002,001005,000008,0     ,20050722.0,81439.0,MANJARAMIL,QPADEV008Y,20210910.0
344.0,0     ,SANTA TERESITA                          ,CL 34 A  76 11                          ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,944449318.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,344.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000004,000001,000007,001005,000008,0     ,20050722.0,81640.0,MANJARAMIL,QPADEV008Y,20210222.0
347.0,0     ,MANRIQUE                                ,CR 45 72 37                             ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11002     ,6042632952.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,540.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000005,001005,000008,1     ,20050722.0,81933.0,MANJARAMIL,QPADEV008Y,20210910.0
349.0,0     ,LA CEJA PARQUE                          ,CL 19 21 60                             ,                                        ,5376000.0,LA CEJA                      ,ANTIOQUIA      ,COL,          ,5531032.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,349.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000006,000001,000000,001080,000008,0     ,20050722.0,83826.0,MANJARAMIL,QPADEV008Y,20090810.0
765.0,0     ,BECERRIL                                ,CLE 10 Ñ 6-21 Becerril - Cesar          ,                                        ,20045000.0,BECERRIL                     ,CESAR          ,COL,          ,6055894138.0,6055768967.0,0.0,0.0,0.0,0.0,8909039388.0,001,765.0,N,0.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000026,000004,000000,019999,000008,1     ,20050722.0,85124.0,MJOGONZALE,QPADEV02AR,20220505.0
766.0,0     ,PRADOS DEL NORTE                        ,AV 3 NORTE 38 A NORTE 48                ,                                        ,76001000.0,CALI                         ,VALLE          ,COL,          ,2422660.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,766.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000032,000003,000008,004005,000008,1     ,20050722.0,90019.0,MJOGONZALE,QPADEV02AR,20170504.0
649.0,0     ,BANCOLOMBIA UNIVERSIDAD DE LA SABANA    ,KM 7 AUT NORTE CAMPUS UNIV DE LA SABANA ,                                        ,25175000.0,CHIA                         ,CUNDINAMARCA   ,COL,11682     ,6013906117.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,649.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000008,0     ,20050722.0,90118.0,MEMANTILL ,QPADEV02IC,20221109.0
351.0,0     ,CENTRO COMERCIAL PUNTO DE LA ORIENTAL   ,CRA 46 N° 47 - 92                       ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11008     ,6044440286.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,351.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000004,001005,000008,0     ,20050722.0,90135.0,MANJARAMIL,QPADEV008Y,20210910.0
353.0,0     ,CARRERA 80                              ,CARRERA 80  # 47-96                     ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,2500450.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,353.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000004,000001,000007,001005,000008,0     ,20050722.0,90403.0,MANJARAMIL,QPADEV008Y,20140113.0
650.0,0     ,CEDRO BOLIVAR                           ,AV 19 Ñ 150 68                          ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11571     ,6017427412.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,650.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000011,000006,000001,002005,000008,0     ,20050722.0,90737.0,MEMANTILL ,QPADEV02IC,20211102.0
767.0,0     ,CALLE 84                                ,CL 84 Ñ 49 C 52                         ,                                        ,8001000.0,BARRANQUILLA                 ,ATLANTICO      ,COL,11777     ,6053850766.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,767.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000023,000004,000004,008005,000008,0     ,20050722.0,90827.0,MJOGONZALE,QPADEV02AR,20210912.0
357.0,0     ,VILLANUEVA CENTRO COMERCIAL             ,CR 49 57 51 L 114                       ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,2518659.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,357.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000002,000001,000003,001005,000008,0     ,20050722.0,90856.0,MANJARAMIL,QPADEV008Y,20100426.0
360.0,0     ,ESTADIO                                 ,CRA 74 Ñ49-95                           ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11009     ,6044449324.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,360.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000004,000001,000007,001005,000008,0     ,20050722.0,91112.0,MANJARAMIL,QPADEV008Y,20211102.0
768.0,0     ,EXITO BARRANQUILLA 2                    ,CR 51B  87 5                            ,                                        ,8001000.0,BARRANQUILLA                 ,ATLANTICO      ,COL,          ,3735855.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,768.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000023,000004,000001,008005,000007,0     ,20050722.0,91241.0,MJOGONZALE,QPADEV02AR,20090120.0
652.0,0     ,CHICO 94                                ,CLE 94 Ñ 13 18 L3                       ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11193     ,6017426098.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,652.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000012,000006,000001,002005,000008,0     ,20050722.0,91401.0,MEMANTILL ,QPADEV02IC,20210912.0
769.0,0     ,PORTAL DEL PRADO                        ,CL 53 Ñ 46 192 LC 1-01                  ,                                        ,8001000.0,BARRANQUILLA                 ,ATLANTICO      ,COL,11769     ,6053850955.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,769.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000023,000004,000003,008005,000008,0     ,20050722.0,91602.0,MJOGONZALE,QPADEV02AR,20211111.0
654.0,0     ,CENTRO COMERCIAL SALITRE PLAZA          ,CR 68B Ñ 24 39 L225                     ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,914295249.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,654.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000001,002005,000008,0     ,20050722.0,91635.0,MEMANTILL ,QPADEV02IC,20180813.0
432.0,0     ,TERMINAL DEL SUR                        ,CR 65  8B 91 L 197                      ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11331     ,6044449345.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,432.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000004,000001,000008,001005,000008,0     ,20050722.0,91707.0,MDURIBE   ,QPADEV02Z9,20211111.0
362.0,0     ,AVENIDA NUTIBARA                        ,TV 39B 73 47                            ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11551     ,6044449325.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,362.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000004,000001,000007,001005,000008,0     ,20050722.0,91943.0,MANJARAMIL,QPADEV008Y,20211111.0
656.0,0     ,MAYALES PLAZA                           ,CLE 31 Ñ 6A - 133 Local 50 Centro Co    ,                                        ,20001000.0,VALLEDUPAR                   ,CESAR          ,COL,11524     ,6055898639.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,656.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000026,000004,      ,019005,000008,0     ,20050722.0,92040.0,MEMANTILL ,QPADEV02IC,20210912.0
657.0,0     ,QUINTA PAREDES                          ,CR. 42B No. 22 D - 07                   ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,912696364.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,657.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000001,002005,000008,0     ,20050722.0,92229.0,MEMANTILL ,QPADEV02IC,20230111.0
